Quality_Score,Species,Owner,Country of Origin,Company,Altitude,Region,Producer,Number of Bags,In-Country Partner,Harvest Year,Grading Date,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Color,Category Two Defects,Certification Body,date_diff
85.5,Arabica,Juan Luis Alvarado Romero,Guatemala,"EXPORTCAFE, S.A",5600-5760 METROS,HUEHUETENANGO,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,Asociacion Nacional Del Café,2013-01-01 00:00:00,2013-02-26,Bourbon,Completed,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,Sample  85.50,11%,0 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
85.42,Arabica,Assefa Belay Coffee Producer,Ethiopia,Assefa Belay Coffee Producer,1800-2000,Oromia,Assefa Belay Coffee Producer,320,METAD Agricultural Development plc,2015-01-01 00:00:00,2015-03-31,Other,Completed,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,Sample  85.42,10%,0 full defects,Green,18 full defects,METAD Agricultural Development plc,365
85.42,Arabica,Great Lakes Coffee Uganda,Uganda,Great Lakes Coffee Uganda,1950,Kapchorwa,Chesiyo Farmer group,150,Uganda Coffee Development Authority,2013-01-01 00:00:00,2014-06-26,SL14,Completed,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,Sample  85.42,12%,0 full defects,Green,5 full defects,Uganda Coffee Development Authority,365
85.42,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,KONA,N/A,8,Specialty Coffee Association,2012-01-01 00:00:00,2012-04-06,Hawaiian Kona,Completed,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,Sample  85.42,0%,4 full defects,None,6 full defects,Specialty Coffee Association,365
85.42,Arabica,NUCOFFEE,Brazil,NUCOFFEE,1250m,South of Minas Gerais,José Vagner Ribeiro Junqueira,5,NUCOFFEE,2011-01-01 00:00:00,2011-12-03,Bourbon,Completed,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,Sample  85.42,11%,0 full defects,Blue-Green,1 full defects,NUCOFFEE,365
85.42,Arabica,Grounds for Health Admin,El Salvador,N/A,1400 M,Apaneca Ilamatepec Mountain Range,J. Hill y Cia SA de CV,2,Specialty Coffee Association,2009-01-01 00:00:00,2010-05-31,Other,Completed,Other,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,Sample  85.42,1%,0 full defects,None,0 full defects,Specialty Coffee Association,365
85.33,Arabica,Yunnan Coffee Exchange,China,Yunnan Coffee Exchange,1700,Yunnan Province Pu'er City Lancang County,Pu'er City Longke Coffee Co.Ltd,3,Yunnan Coffee Exchange,2015-01-01 00:00:00,2016-04-06,Catimor,Completed,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,Sample  85.33,10%,0 full defects,Green,0 full defects,Yunnan Coffee Exchange,365
85.33,Arabica,EssenceCoffee,Guatemala,Essence Coffee,1770,Huehuetenango,Arturo Aguirre,36,Blossom Valley International,2014-01-01 00:00:00,2015-05-23,Pacamara,Completed,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,Sample  85.33,11%,0 full defects,Green,1 full defects,Blossom Valley International,365
85.33,Arabica,The Coffee Source Inc.,Costa Rica,The Coffee Source Inc.,1300,West Valley,Cafe Altura de San Ramon,250,Specialty Coffee Association,2014-01-01 00:00:00,2014-05-01,Caturra,Completed,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,Sample  85.33,0%,0 full defects,Bluish-Green,0 full defects,Specialty Coffee Association,365
85.33,Arabica,The Coffee Source Inc.,Costa Rica,The Coffee Source Inc.,1300 msnm,SAN RAMON,SEVERAL,250,Specialty Coffee Association,2014-01-01 00:00:00,2014-05-01,Caturra,Completed,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,Sample  85.33,10%,0 full defects,Bluish-Green,2 full defects,Specialty Coffee Association,365
85.33,Arabica,RASHID MOLEDINA & CO. (MSA) LTD.,Kenya,RASHID MOLEDINA & CO. (MSA) LTD,above 1600 M,Central Kenya - Nyeri,Kianjogu - Rutuma F.C.S. Ltd.,20,Kenya Coffee Traders Association,2012-01-01 00:00:00,2013-04-19,SL34,Completed,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,Sample  85.33,0%,0 full defects,Green,2 full defects,Kenya Coffee Traders Association,365
85.33,Arabica,Ibero Kenya Limited,Kenya,Ibero Kenya Limited,Above 1200 M,Blend - Central & western Kenya,Blend from various Producers,300,Kenya Coffee Traders Association,2012-01-01 00:00:00,2013-03-12,SL34,Completed,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,Sample  85.33,0%,0 full defects,Green,6 full defects,Kenya Coffee Traders Association,365
85.33,Arabica,Ethiopia Commodity Exchange,Ethiopia,N/A,N/A,Yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,Ethiopia Commodity Exchange,2009-01-01 00:00:00,2010-06-17,Other,Completed,Other,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,Sample  85.33,5%,0 full defects,None,2 full defects,Ethiopia Commodity Exchange,365
85.33,Arabica,Ethiopia Commodity Exchange,Ethiopia,N/A,N/A,Yirgacheffe,Contact name | Hailu Gebre Hiwot,300,Ethiopia Commodity Exchange,2009-01-01 00:00:00,2010-06-17,Typica,Completed,Other,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,Sample  85.33,10%,0 full defects,None,3 full defects,Ethiopia Commodity Exchange,365
85.25,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",N/A,ORIENTE,MARGARITA AVILA DE NUYENS,250,Asociacion Nacional Del Café,2016-01-01 00:00:00,2016-04-27,Bourbon,Completed,Other,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,Sample  85.25,10%,0 full defects,Green,2 full defects,Asociacion Nacional Del Café,365
85.25,Arabica,Exportadora de Cafe Condor S.A,Colombia,Exportadora de Cafe Condor S.A,1550 msnm,santander,varios,275,Almacafé,2015-01-01 00:00:00,2015-04-08,Caturra,Completed,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,Sample  85.25,11%,0 full defects,Green,0 full defects,Almacafé,365
85.25,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1550,Santander,N/A,250,Almacafé,2014-01-01 00:00:00,2014-01-17,Caturra,Completed,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,Sample  85.25,12%,0 full defects,Green,2 full defects,Almacafé,365
85.17,Arabica,"Nomura Trading Co., Ltd.",Indonesia,"Nomura Trading Co., Ltd.",1250-1400 meter,Lintong,N/A,54,Specialty Coffee Association,2012-01-01 00:00:00,2012-11-26,Sumatra Lintong,Completed,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,Sample  85.17,11%,0 full defects,Green,3 full defects,Specialty Coffee Association,365
85.17,Arabica,The Coffee Source Inc.,Guatemala,The Coffee Source Inc.,1400 msm,Huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,Specialty Coffee Association,2012-01-01 00:00:00,2012-01-18,Caturra,Completed,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,Sample  85.17,0%,0 full defects,None,7 full defects,Specialty Coffee Association,365
85.08,Arabica,SEID DAMTEW COFFEE PLANATAION,Ethiopia,Seid Damtew Coffee Planation,N/A,"Kefa Zone, Gimbo Distict, at a place called Woka Araba, South West Ethiopia.",SEID DAMTEW COFFEE PLANATION,320,METAD Agricultural Development plc,2016-01-01 00:00:00,2016-08-09,Other,Completed,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,Sample  85.08,11%,0 full defects,Green,8 full defects,METAD Agricultural Development plc,365
85.08,Arabica,CARCAFE LTDA CI,Colombia,CARCAFE LTDA,2.560 msnm,PASTO,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,Almacafé,2015-01-01 00:00:00,2015-08-18,Caturra,Completed,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,Sample  85.08,0%,0 full defects,None,0 full defects,Almacafé,365
85.08,Arabica,Steven Kil,Ethiopia,The Specialty Coffee Appraisers Institute of Asia,1700,Aricha,BNT,100,Specialty Coffee Association,2014-01-01 00:00:00,2014-10-07,Other,Completed,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,Sample  85.08,10%,2 full defects,Green,7 full defects,Specialty Coffee Association,365
85.08,Arabica,Eileen Koyanagi,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,KONA,N/A,12,Specialty Coffee Association,2014-01-01 00:00:00,2014-03-10,Hawaiian Kona,Completed,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,Sample  85.08,11%,2 full defects,Bluish-Green,2 full defects,Specialty Coffee Association,365
85.08,Arabica,CARCAFE LTDA CI,Colombia,CARCAFE LTDA CI,2136 msnm,CUNDINAMARCA,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,Almacafé,2012-01-01 00:00:00,2012-03-16,Caturra,Completed,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,Sample  85.08,11%,0 full defects,Green,8 full defects,Almacafé,365
85.08,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),N/A,N/A,Kona,Kona Pacific Farmers Cooperative,13,Specialty Coffee Association,2010-01-01 00:00:00,2010-12-27,Other,Completed,Other,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,Sample  85.08,1%,1 full defects,None,7 full defects,Specialty Coffee Association,365
85.08,Arabica,Ethiopia Commodity Exchange,Ethiopia,N/A,N/A,Sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,Ethiopia Commodity Exchange,2010-01-01 00:00:00,2010-06-17,Other,Completed,Other,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,Sample  85.08,0%,0 full defects,None,5 full defects,Ethiopia Commodity Exchange,365
85.08,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),N/A,N/A,Kona,N/A,27,Specialty Coffee Association,N/A,2010-05-17,Other,Completed,Other,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,Sample  85.08,0%,0 full defects,None,0 full defects,Specialty Coffee Association,365
85.0,Arabica,Kyagalanyi Coffee Ltd,Uganda,Kyagalanyi Coffee Limited,1800,Eastern Uganda,Kyagalanyi Coffee Ltd,200,Uganda Coffee Development Authority,2016-01-01 00:00:00,2017-07-24,SL14,Completed,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,Sample  85.00,11%,0 full defects,Green,1 full defects,Uganda Coffee Development Authority,365
85.0,Arabica,Racafe & Cia S.C.A,Colombia,Racafe & Cia S.C.A,N/A,Huila,La Plata,135,Almacafé,2016-01-01 00:00:00,2017-02-15,Caturra,Completed,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,Sample  85.00,0%,0 full defects,Green,3 full defects,Almacafé,365
85.0,Arabica,Troy Quimby,Costa Rica,Bold Coast Coffee,1900,Tarrazu,Manuel Montero,36,Specialty Coffee Association,2016-01-01 00:00:00,2017-01-30,Catuai,Completed,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,Sample  85.00,12%,1 full defects,Green,1 full defects,Specialty Coffee Association,365
85.0,Arabica,"El Equimite, Cafetal Biodinámico",Mexico,"Cafetal El Equimite, Rancho Agroecológico, S.P.R. de R.L.",1300,Veracruz,Varios productores minifundistas,1,Centro Agroecológico del Café A.C.,2015-01-01 00:00:00,2016-09-21,Typica,Completed,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,Sample  85.00,9%,0 full defects,Green,3 full defects,Centro Agroecológico del Café A.C.,365
85.0,Arabica,SIMON MAHINDA,Kenya,C Dormans kenya Ltd,-1,Unknown,N/A,170,Kenya Coffee Traders Association,2015-01-01 00:00:00,2016-05-07,Other,Completed,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,Sample  85.00,11%,0 full defects,Green,7 full defects,Kenya Coffee Traders Association,365
85.0,Arabica,RASHID MOLEDINA & CO. (MSA) LTD.,Kenya,RASHID MOLEDINA & CO. (MSA) LTD,1580,Central Kenya,N/A,38,Kenya Coffee Traders Association,2012-01-01 00:00:00,2013-04-19,SL34,Completed,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,Sample  85.00,0%,0 full defects,Green,5 full defects,Kenya Coffee Traders Association,365
85.0,Arabica,NUCOFFEE,Brazil,NUCOFFEE,1100m,Grama Vale,Idalina M. De Andrade Ferreira,31,NUCOFFEE,2012-01-01 00:00:00,2012-02-29,Mundo Novo,Completed,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,Sample  85.00,12%,0 full defects,Green,3 full defects,NUCOFFEE,365
85.0,Arabica,Young Kim,Mexico,N/A,1400 MASL,Mexico,Finca Kassandra,1,Specialty Coffee Association,2010-01-01 00:00:00,2011-04-06,Pacamara,Completed,Other,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,Sample  85.00,0%,0 full defects,None,0 full defects,Specialty Coffee Association,365
85.0,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),N/A,N/A,Kona,N/A,15,Specialty Coffee Association,N/A,2011-02-24,Other,Completed,Other,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,Sample  85.00,0%,0 full defects,None,1 full defects,Specialty Coffee Association,365
85.0,Arabica,Carl Walker,Guatemala,N/A,3500-5200 feet,"Chuva, San Marcos",Federico Weller,275,Specialty Coffee Association,2009-01-01 00:00:00,2010-09-07,Other,Completed,Other,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,Sample  85.00,4%,0 full defects,None,1 full defects,Specialty Coffee Association,365
84.92,Arabica,Racafe & Cia S.C.A,Colombia,Racafe & Cia S.C.A,N/A,Huila,La Plata,243,Almacafé,2016-01-01 00:00:00,2016-11-25,Caturra,Completed,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,Sample  84.92,0%,1 full defects,None,2 full defects,Almacafé,365
84.92,Arabica,Racafe & Cia S.C.A,Colombia,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,252,Almacafé,2015-01-01 00:00:00,2015-10-26,Caturra,Completed,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,Sample  84.92,12%,0 full defects,Green,1 full defects,Almacafé,365
84.92,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,Taiwan Coffee Laboratory,800 M,"Guoxing Township, Nantou County 南投縣國姓鄉",SU CHUEN SHIAN 蘇春賢,20,Specialty Coffee Association,2015-01-01 00:00:00,2015-06-09,Typica,Completed,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,Sample  84.92,11%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
84.92,Arabica,Taylor Winch (T) Ltd,Tanzania,Taylor Winch(T) Ltd,1620M,Mbeya,Hasambo AMCOS,134,Africa Fine Coffee Association,2014-01-01 00:00:00,2014-12-12,Other,Completed,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,Sample  84.92,12%,0 full defects,Green,2 full defects,Africa Fine Coffee Association,365
84.92,Arabica,Racafe & Cia S.C.A,Colombia,Racafe & Cia S.C.A,De 1600 a 1950 msnm,HUILA,LA PLATA,50,Almacafé,2012-01-01 00:00:00,2012-12-11,Caturra,Completed,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,Sample  84.92,11%,0 full defects,Green,3 full defects,Almacafé,365
84.92,Arabica,ARTEMIO ZAPATA TEJEDA,Mexico,N/A,1200,COATEPEC,ARTEMIO ZAPATA TEJEDA,25,AMECAFE,2012-01-01 00:00:00,2012-07-11,Typica,Completed,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,Sample  84.92,11%,0 full defects,None,0 full defects,AMECAFE,365
84.92,Arabica,NUCOFFEE,Brazil,NUCOFFEE,1200m,South of Minas Gerais,Glaucio Carneiro Pinto,4,NUCOFFEE,2011-01-01 00:00:00,2011-12-23,Bourbon,Completed,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,Sample  84.92,11%,0 full defects,Green,2 full defects,NUCOFFEE,365
84.92,Arabica,NUCOFFEE,Brazil,NUCOFFEE,1000 m,South of Minas Gerais,Ricardo Luiz Ferreira,10,NUCOFFEE,2011-01-01 00:00:00,2011-12-03,Catuai,Completed,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,Sample  84.92,12%,0 full defects,Green,2 full defects,NUCOFFEE,365
84.92,Arabica,Brian Speckman,Kenya,N/A,N/A,Unknown,N/A,320,Specialty Coffee Association,2009-01-01 00:00:00,2010-08-26,Other,Completed,Other,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,Sample  84.92,6%,1 full defects,None,9 full defects,Specialty Coffee Association,365
84.83,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,Taiwan Coffee Laboratory,350,"Dongshan Dist., Tainan City 臺南市東山區",Wang Chao Yung 王超永,10,Specialty Coffee Association,2016-01-01 00:00:00,2016-05-18,Typica,Completed,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,Sample  84.83,0%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
84.83,Arabica,Kawacom Uganda LTD,Uganda,Kawacom uganda LTD,1400-1900,Eastern,Sipi organic coffee project,1,Uganda Coffee Development Authority,2013-01-01 00:00:00,2014-06-30,SL14,Completed,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,Sample  84.83,12%,0 full defects,Green,1 full defects,Uganda Coffee Development Authority,365
84.83,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,KONA,N/A,14,Specialty Coffee Association,2012-01-01 00:00:00,2012-04-06,Hawaiian Kona,Completed,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,Sample  84.83,0%,3 full defects,None,15 full defects,Specialty Coffee Association,365
84.83,Arabica,Ethiopia Commodity Exchange,Ethiopia,N/A,1500-2000 m,Sidamo,Sidama Coffee Farmers Coop. Union,300,Ethiopia Commodity Exchange,2009-01-01 00:00:00,2010-06-17,Other,Completed,Other,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,Sample  84.83,10%,0 full defects,None,2 full defects,Ethiopia Commodity Exchange,365
84.83,Arabica,Philip Schluter,Ethiopia,N/A,1500-2000 m,Sidamo,Sidama Coffee Farmers Coop. Union,300,Ethiopia Commodity Exchange,2009-01-01 00:00:00,2010-06-17,Other,Completed,Other,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,Sample  84.83,10%,0 full defects,None,4 full defects,Ethiopia Commodity Exchange,365
84.75,Arabica,松澤宏樹 Koju Matsuzawa,Thailand,Matsuzawa Coffee,N/A,Thailand,Matsuzawa Coffee,50,Specialty Coffee Institute of Asia,2015-01-01 00:00:00,2016-06-27,Caturra,Completed,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,Sample  84.75,12%,0 full defects,Green,0 full defects,Specialty Coffee Institute of Asia,365
84.75,Arabica,Lydiah Mwangi,Kenya,C.DORMAN LTD,1800,NYERI,KARATINA,150,Kenya Coffee Traders Association,2014-01-01 00:00:00,2015-06-02,SL34,Completed,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,Sample  84.75,13%,0 full defects,Green,0 full defects,Kenya Coffee Traders Association,365
84.75,Arabica,CADEXSA,Honduras,CADEXSA,1450 msnm,Marcala,Omar Acosta,275,Instituto Hondureño del Café,2014-01-01 00:00:00,2014-04-25,Catuai,Completed,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,Sample  84.75,11%,0 full defects,Green,4 full defects,Instituto Hondureño del Café,365
84.75,Arabica,The Coffee Source Inc.,El Salvador,N/A,1200 mts,Santa Ana,Several producers,250,Specialty Coffee Association,2010-01-01 00:00:00,2011-08-23,Other,Completed,Other,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,Sample  84.75,15%,0 full defects,None,3 full defects,Specialty Coffee Association,365
84.75,Arabica,Grounds for Health Admin,Nicaragua,N/A,800-1050m,Jinotega,Juan Alvaro Munguia,2,Specialty Coffee Association,2009-01-01 00:00:00,2010-05-31,Other,Completed,Other,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,Sample  84.75,18%,0 full defects,None,2 full defects,Specialty Coffee Association,365
84.67,Arabica,Consejo Salvadoreño del Café,El Salvador,Cafetalera del Pacifico,1350,Apaneca,J.J. Borja Nathan,150,Salvadoran Coffee Council,2016-01-01 00:00:00,2017-06-26,Bourbon,Completed,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,Sample  84.67,0%,0 full defects,Blue-Green,2 full defects,Salvadoran Coffee Council,365
84.67,Arabica,SanJava Coffee,Indonesia,PT. Shriya Artha Nusantara,1200,"Temanggung, Indonesia",PT. Shriya Artha Nusantara,2,Specialty Coffee Association of Indonesia,2016-01-01 00:00:00,2016-11-24,Java,Completed,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,Sample  84.67,12%,0 full defects,Green,7 full defects,Specialty Coffee Association of Indonesia,365
84.67,Arabica,松澤宏樹 Koju Matsuzawa,Japan,Matsuzawa Coffee,170,ADA OKINAWA JAPAN,Taijiro TOKUDA,20,Specialty Coffee Institute of Asia,N/A,2016-11-02,Mundo Novo,Completed,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,Sample  84.67,12%,0 full defects,Green,0 full defects,Specialty Coffee Institute of Asia,365
84.67,Arabica,Rodrigo Soto,Costa Rica,Panamerican Coffee Trading,1150,Tarrazu,Johanna,15,Specialty Coffee Association of Costa Rica,2015-01-01 00:00:00,2016-10-04,Catuai,Completed,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,Sample  84.67,10%,0 full defects,Blue-Green,2 full defects,Specialty Coffee Association of Costa Rica,365
84.67,Arabica,Juan Luis Alvarado Romero,Guatemala,"WAELTI SCHOENFELD EXPORTADORES DE CAFE, S.A.",1600,ACATENANGO,JUAN BOCK,120,Asociacion Nacional Del Café,2015-01-01 00:00:00,2016-06-01,Bourbon,Completed,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,Sample  84.67,10%,0 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
84.67,Arabica,Fabian Calderon Mora,Costa Rica,Coopetarrazú.R.L,1750,Tarrazú,Coopetarrazú,50,Specialty Coffee Association of Costa Rica,2014-01-01 00:00:00,2015-07-06,Caturra,Completed,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,Sample  84.67,12%,0 full defects,Green,0 full defects,Specialty Coffee Association of Costa Rica,365
84.67,Arabica,EssenceCoffee,Ethiopia,Essence Coffee,1900M,Yirgacheffe,Moplaco,250,Blossom Valley International,2014-01-01 00:00:00,2015-05-23,Ethiopian Yirgacheffe,Completed,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,Sample  84.67,10%,0 full defects,None,3 full defects,Blossom Valley International,365
84.67,Arabica,EssenceCoffee,Costa Rica,Essence Coffee,1750M,Costa Rica,Maria Elena Castro,20,Blossom Valley International,2014-01-01 00:00:00,2015-05-23,Other,Completed,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,Sample  84.67,8%,0 full defects,Green,1 full defects,Blossom Valley International,365
84.67,Arabica,Eric Thormaehlen,Costa Rica,CORICAFE S.A.,1200,WEST VALLEY / CENTRAL VALLEY BLEND,CORICAFE BLEND,275,Specialty Coffee Association of Costa Rica,2014-01-01 00:00:00,2014-03-05,Catuai,Completed,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,Sample  84.67,11%,0 full defects,Green,4 full defects,Specialty Coffee Association of Costa Rica,365
84.67,Arabica,Rob Tuttle,Costa Rica,Thrive Farmers,N/A,Unknown,N/A,1,Specialty Coffee Association,2012-01-01 00:00:00,2014-01-03,Other,Completed,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,Sample  84.67,0%,1 full defects,Green,10 full defects,Specialty Coffee Association,365
